Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11S	OSS11A1S	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chordata	Chordata	10	2	4	3	5	3	0	0	1	3	8	8	1	7	9	3	6	6	7	12	2	2	4	6	5	7	6	7	7	6	9	3	4	3	3	7	6	5	8	6	7	5	6	5	11	9	7	7	7	9	6	3	8	7	3	4	6	5	5	4	8	5	8	2	4	7	3	4	4	6	4	3	5	3	0	1	2	4	6	6	8	9	5	4	4	2	3	4	6	5	3	5	3	5	6	4	6
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria	Cnidaria	485	191	275	107	150	217	121	26	96	311	418	524	173	255	387	82	516	401	415	725	187	305	264	440	359	473	477	562	508	417	514	228	187	161	185	272	415	271	309	310	307	263	360	236	419	384	513	545	535	436	509	346	363	356	164	273	332	292	195	176	219	172	372	113	135	233	125	281	292	389	226	211	80	173	44	49	225	241	294	314	638	624	462	436	121	106	428	311	428	480	554	497	459	569	600	626	606
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata	Echinodermata	16	7	13	10	5	8	8	0	0	7	13	13	5	8	14	4	15	17	14	19	8	9	12	12	9	12	6	12	5	8	9	5	7	3	4	8	14	10	12	16	11	12	8	12	13	13	13	11	15	16	18	14	19	18	10	11	16	11	17	10	12	14	19	4	6	9	9	14	8	8	16	7	3	5	2	4	5	7	9	9	15	11	13	6	3	4	6	4	8	6	6	5	7	4	7	5	5
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Entoprocta	Entoprocta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Gastrotricha	Gastrotricha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Gnathostomulida	Gnathostomulida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Hemichordata	Hemichordata	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca	Mollusca	103	59	70	30	41	59	37	15	30	77	91	116	53	79	109	21	111	86	108	146	39	81	78	99	82	105	98	112	109	99	100	57	46	44	44	63	100	66	78	90	83	78	88	68	115	111	115	134	141	89	107	89	88	103	60	75	98	67	62	44	77	58	98	28	35	71	39	67	78	109	58	67	39	48	21	27	67	49	79	78	146	136	115	101	31	30	74	50	66	74	88	83	69	104	115	102	114
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Nematoda	Nematoda	10	6	9	9	8	5	5	2	3	6	7	8	5	1	6	0	7	7	5	7	4	6	5	6	9	10	10	14	9	11	13	6	6	6	4	6	8	9	6	6	8	7	8	9	4	8	10	11	10	5	6	5	7	5	5	4	5	7	9	5	5	7	4	3	5	6	5	4	4	3	5	3	4	3	3	2	2	6	7	5	10	13	8	7	9	4	10	5	7	5	7	8	8	7	7	11	9
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Nemertea	Nemertea	15	6	7	2	5	6	1	0	1	6	9	10	7	15	12	2	23	15	12	21	1	8	10	16	8	13	13	11	11	11	16	13	9	7	11	7	12	12	11	11	11	10	14	10	13	11	6	16	16	15	17	17	22	17	17	15	17	18	13	12	15	12	7	6	10	8	2	7	12	7	3	3	3	5	3	4	3	4	9	6	14	15	11	6	3	1	5	2	5	7	5	2	3	5	8	9	5
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Onychophora	Onychophora	3	0	1	0	0	1	0	0	1	1	2	6	2	2	3	0	5	5	7	7	0	0	0	5	4	5	6	9	6	3	4	2	2	1	2	0	2	1	0	4	0	1	1	1	2	2	3	3	2	5	5	4	3	3	0	2	4	3	3	2	3	0	2	1	1	3	0	5	4	3	3	4	0	1	0	0	1	0	3	2	7	7	4	6	0	1	2	2	2	2	3	2	1	4	3	2	4
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes	Platyhelminthes	6	9	6	2	5	5	3	1	3	7	3	13	6	0	8	0	7	10	9	19	4	12	9	9	7	3	4	6	4	10	5	16	17	11	12	10	23	19	17	24	15	7	19	17	15	22	17	22	16	10	11	9	6	7	4	9	13	7	4	4	3	12	9	8	9	3	3	7	7	10	9	6	2	10	1	0	6	3	7	9	7	7	5	6	4	4	3	2	4	2	3	2	3	2	3	1	4
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera	Porifera	94	29	45	10	20	37	17	2	11	64	61	79	35	44	66	8	93	81	80	126	18	36	35	78	63	87	79	97	87	74	85	34	20	17	20	36	67	44	47	61	51	37	56	38	69	57	91	89	88	86	89	60	54	58	19	42	56	50	38	29	27	21	69	14	20	43	10	51	40	58	24	35	9	22	3	4	33	25	50	44	103	114	77	75	10	16	98	49	61	103	124	120	102	118	132	134	136
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Priapulida	Priapulida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	2	1	1	2	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Rotifera	Rotifera	9	8	13	1	8	10	8	2	3	12	14	14	7	15	10	7	12	12	14	17	7	8	8	12	7	10	10	11	10	9	10	11	6	2	6	5	13	7	8	10	9	7	9	6	8	8	16	11	17	14	10	12	9	6	2	9	9	10	6	6	8	2	14	2	5	16	2	6	9	22	4	8	2	5	2	4	11	7	13	11	12	12	17	16	3	1	6	8	4	13	12	12	11	14	10	10	17
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca	Malacostraca	23	8	18	9	7	12	4	4	8	12	18	23	8	14	20	7	20	24	23	33	9	12	11	21	15	20	21	24	17	13	23	7	6	4	9	9	16	10	12	17	14	11	12	9	18	18	17	22	25	21	28	17	18	14	13	13	17	14	7	12	11	12	19	0	7	19	6	17	8	30	13	11	9	4	4	3	5	6	13	20	27	28	25	26	1	4	9	5	9	6	14	10	14	12	10	10	20
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Branchiopoda	Branchiopoda	2	1	1	1	0	0	1	0	3	0	2	1	0	1	2	0	2	0	1	2	2	1	0	1	1	2	2	1	1	1	0	2	0	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	0	2	1	3	3	2	1	1	2	1	2	3	2	3	2	1	2	1	1	2	1	2	1	2	2	0	2	2	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Maxillopoda	Maxillopoda	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	2	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Ostracoda	Ostracoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexanauplia	Hexanauplia	7	10	19	10	13	17	9	1	10	15	16	10	8	3	10	2	7	11	10	17	3	8	13	5	4	3	3	8	2	7	5	7	5	4	8	6	12	13	6	11	8	8	8	7	8	9	9	11	10	8	10	7	7	7	3	6	5	5	10	6	7	5	14	3	6	7	12	14	5	7	4	7	4	3	1	2	4	5	5	5	13	6	4	9	5	3	6	2	9	5	5	2	6	5	6	3	6
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Diplopoda	Diplopoda	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	2	0	2	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	4	0	1	0	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chilopoda	Chilopoda	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Pycnogonida	Pycnogonida	0	1	2	0	2	3	0	0	1	2	1	0	0	1	2	0	2	2	0	1	0	0	3	0	0	0	2	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	0	0	1	2	2	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	2	1	1	1	0	2	4	0	1	0	2	0	0	4	0	2	4	3	2	2	2	4	2	3
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Clitellata	Clitellata	4	3	7	4	4	4	3	0	1	4	4	4	4	1	3	0	1	3	3	2	1	2	3	1	0	0	1	0	2	3	2	2	5	4	3	0	5	0	0	1	0	0	0	1	0	0	1	2	0	2	3	3	0	0	2	2	2	1	1	0	3	0	2	4	4	0	4	4	2	0	2	3	1	2	0	0	0	0	1	1	5	0	1	3	1	0	0	1	1	0	1	1	1	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta	Polychaeta	36	27	19	29	19	21	17	13	19	18	20	31	27	31	32	11	26	31	25	50	27	32	29	24	28	35	29	35	24	27	32	34	34	22	29	33	43	40	27	37	36	32	37	28	42	38	25	41	43	36	39	38	42	40	34	37	37	38	38	27	36	45	36	33	32	32	14	43	23	26	16	34	18	31	14	18	30	28	25	35	28	32	36	34	21	18	7	12	19	13	7	11	13	13	12	12	17
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Brachiopoda;Rhynchonellata	Rhynchonellata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Gymnolaemata	Gymnolaemata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	2	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Stenolaemata	Stenolaemata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chaetognatha;Sagittoidea	Sagittoidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chordata;Elasmobranchii	Elasmobranchii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chordata;Ascidiacea	Ascidiacea	10	2	4	3	5	3	0	0	1	3	7	8	1	7	7	3	5	6	7	10	1	2	4	5	5	7	6	7	7	5	9	3	4	2	3	7	6	5	8	6	7	5	6	5	10	8	7	7	7	8	6	3	6	7	3	4	5	5	4	4	6	4	7	2	4	6	3	4	3	5	3	2	4	3	0	1	2	3	6	6	8	8	5	4	4	2	3	3	5	4	2	4	2	4	6	3	5
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chordata;Thaliacea	Thaliacea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Anthozoa	Anthozoa	11	7	12	5	7	9	4	3	3	8	15	12	5	11	13	0	17	13	17	19	3	14	11	13	13	15	17	17	13	10	15	12	9	7	6	6	16	5	9	5	6	10	10	7	11	16	19	17	15	11	16	12	10	6	9	10	13	15	9	9	9	8	15	5	4	11	10	17	13	16	12	14	2	8	4	2	15	6	17	15	21	19	14	12	4	7	11	9	14	15	15	13	15	15	17	20	26
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa	Hydrozoa	465	181	259	101	139	202	113	21	90	294	393	507	164	239	367	82	492	383	390	698	181	287	250	419	342	453	455	540	488	399	493	204	174	148	174	261	395	262	296	300	297	250	346	225	402	361	488	523	512	419	485	331	349	345	150	259	312	273	185	164	207	158	352	104	130	218	113	260	273	366	210	195	77	161	37	45	207	230	271	293	611	597	442	417	114	96	414	300	410	459	532	476	439	546	574	599	576
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Staurozoa	Staurozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	3	2	0	3	5	0	2
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa	Scyphozoa	9	3	4	1	4	6	4	2	3	9	10	5	4	5	7	0	7	5	8	8	3	4	3	8	4	5	5	5	7	8	6	12	4	6	5	5	4	4	4	5	4	3	4	4	6	7	5	5	8	6	8	3	4	5	5	3	7	4	1	3	3	6	5	4	1	4	2	4	6	7	4	2	1	4	3	2	3	5	6	6	6	8	6	7	3	3	1	1	3	3	4	6	5	5	4	7	2
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Crinoidea	Crinoidea	6	1	4	3	1	4	3	0	0	5	4	8	3	1	4	1	8	5	3	7	1	3	4	6	5	5	2	6	2	4	3	0	2	0	1	2	5	2	1	2	2	2	3	1	4	3	4	4	4	5	4	5	1	3	2	0	4	0	2	2	2	2	2	0	2	3	2	5	4	5	4	1	0	0	1	1	4	2	3	3	6	6	6	4	2	3	4	4	4	5	4	3	5	2	5	3	4
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinoidea	Echinoidea	5	4	5	2	4	2	3	0	0	2	5	3	1	5	8	3	6	11	8	8	1	3	5	3	2	3	1	4	2	2	3	2	3	1	3	3	6	6	7	8	2	5	3	6	7	6	7	4	3	6	10	5	9	8	6	8	9	6	11	6	8	8	12	3	3	3	4	4	2	2	5	3	2	2	0	1	0	2	2	2	5	3	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Holothuroidea	Holothuroidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	2	2	2	0	1	0	1	0	0	2	0	1	1	1	1	0	2	0	2	2	1	2	2	1	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Asteroidea	Asteroidea	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	2	1	0	1	0	0	0	0	2	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea	Ophiuroidea	4	2	4	5	0	2	2	0	0	0	3	2	1	0	0	0	0	0	1	3	4	2	1	3	2	4	1	1	1	2	2	2	2	2	0	1	3	2	2	5	4	4	2	3	2	4	2	3	5	3	2	1	9	5	1	2	3	4	1	2	1	2	4	0	0	1	3	3	0	0	4	0	0	1	0	1	0	3	2	0	4	2	1	1	0	0	2	0	2	1	2	2	2	2	2	2	1
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Entoprocta;Entoprocta cla	Entoprocta cla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha cla	Gastrotricha cla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
