Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11S	OSS11A1S	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Chordata	Chordata	None	None	None	None	13.0	3.5	None	None	None	None	16.0	None	None	None	10.0	3.5	6.5	None	9.0	16.0	None	None	4.0	6.0	None	7.0	None	7.0	7.0	6.0	9.16666666667	None	4.0	None	None	None	None	None	None	None	7.25	None	None	None	11.6666666667	9.5	None	7.0	None	9.5	None	None	8.25	9.0	None	4.0	None	None	None	None	12.5	None	None	2.0	4.0	None	None	None	4.5	10.5	4.5	3.0	7.0	3.0	None	None	2.0	None	8.0	6.0	None	9.0	None	None	4.0	None	None	None	None	None	3.0	None	None	None	None	None	6.5
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria	Cnidaria	570.333333333	237.225	318.555555556	131.735294118	216.272727273	249.666666667	155.03125	41.125	146.086956522	347.125	516.630136986	643.752808989	188.0	313.864864865	472.556451613	93.6363636364	636.05	549.225	545.796052632	925.228971963	197.52173913	356.428571429	322.32	506.75862069	409.0	588.043478261	568.840277778	644.666666667	592.807692308	473.678571429	592.980769231	253.6	209.5	170.142857143	213.0	304.5125	513.847457627	331.631578947	359.651162791	350.205128205	365.698412698	281.5	415.14893617	257.875	490.258064516	456.009090909	600.75	636.911764706	618.617977528	501.940298507	667.724637681	454.009090909	430.24	405.408333333	202.095238095	323.0	430.847457627	334.814814815	235.195652174	230.0	273.545454545	212.264705882	413.782608696	127.0625	150.75	269.465116279	134.0	323.086956522	326.3	465.945454545	243.015625	231.454545455	84.5	185.736842105	55.6363636364	68.6	297.25	271.42	322.166666667	358.307692308	778.335051546	737.254901961	569.25625	586.260869565	127.722222222	109.6	454.644736842	332.78	452.0	516.125	582.409090909	532.308823529	488.779411765	618.846153846	661.538461538	667.763157895	640.81
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Echinodermata	Echinodermata	16.5	7.0	15.0	None	5.0	8.25	None	None	None	9.0	None	17.5	None	12.5	18.0	None	16.0	29.5	18.0	31.25	None	None	12.25	14.25	None	12.5	None	20.0	5.0	None	9.0	None	None	None	None	None	14.25	None	16.5	16.0	11.0	None	8.0	16.5	None	17.5	15.0	11.0	19.0	16.6666666667	19.6	15.5	19.1666666667	22.0	None	19.0	16.0	15.5	18.0	10.0	12.6666666667	16.0	19.1666666667	None	6.0	None	9.0	15.0	8.5	None	None	None	None	None	None	8.5	None	7.25	10.0	9.0	16.0	11.5	17.0	6.5	None	None	None	None	8.0	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Entoprocta	Entoprocta	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Gastrotricha	Gastrotricha	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Gnathostomulida	Gnathostomulida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Hemichordata	Hemichordata	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca	Mollusca	110.681818182	75.9	82.1	34.9	49.1	66.0	41.0	15.75	39.0	105.8	119.409090909	137.125	59.4	90.28125	149.041666667	25.0	120.5	102.53125	155.058823529	176.769230769	45.0	89.1666666667	86.45	125.45	109.0	123.375	107.142857143	132.346153846	125.133333333	131.4	111.764705882	69.25	66.1666666667	48.0	68.5	65.4615384615	116.133333333	68.0833333333	90.0	99.8461538462	94.5714285714	91.8846153846	103.041666667	88.25	129.285714286	131.631578947	129.285714286	149.517241379	166.6	98.375	133.947368421	97.0	94.5	113.321428571	61.1428571429	79.1666666667	130.111111111	81.45	67.0625	74.25	105.409090909	70.5	105.5625	None	None	91.0454545455	51.25	74.1428571429	89.25	123.694444444	68.0833333333	77.0833333333	63.5	48.6428571429	31.125	27.0714285714	119.071428571	51.25	83.5454545455	108.25	168.5	169.136363636	131.0	108.225	31.1	31.0	78.5	56.0	72.4	76.5714285714	89.3846153846	91.6428571429	73.1666666667	113.388888889	125.666666667	114.1	124.888888889
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Nematoda	Nematoda	None	None	None	None	None	None	None	None	None	None	None	None	5.5	None	None	None	None	None	None	None	4.5	6.0	None	6.5	10.0	None	10.5	None	11.0	None	17.5	None	8.0	8.0	None	None	8.5	9.5	None	None	None	None	8.0	9.0	4.0	8.5	10.0	11.0	None	None	6.5	5.0	7.25	5.0	None	4.0	None	None	None	5.0	None	None	4.0	None	5.0	None	None	None	4.0	None	None	3.0	None	None	None	None	None	None	9.0	None	14.5	None	None	None	None	None	10.5	None	7.5	None	7.0	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Nemertea	Nemertea	None	10.5	7.0	None	None	None	None	None	None	7.0	None	None	None	15.6666666667	None	None	23.25	15.25	None	None	None	8.0	None	17.0	None	None	15.0	13.0	None	None	None	None	None	None	11.0	None	None	12.5	None	None	None	22.5	15.0	None	13.5	None	None	16.5	16.5	15.0	None	19.0	23.0	19.25	None	None	21.0	18.0	13.1666666667	12.1666666667	16.0	14.0	None	None	None	10.0	None	9.0	None	None	None	None	None	None	5.0	None	None	None	9.0	None	15.125	15.0	11.0	None	None	1.0	None	None	None	None	None	None	3.0	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Onychophora	Onychophora	None	None	None	None	None	None	None	None	None	None	None	8.0	2.5	None	3.0	None	5.5	5.25	None	7.5	None	None	None	None	None	5.0	6.0	10.5	6.0	None	6.0	2.0	None	None	None	None	None	None	None	6.0	None	None	None	1.0	2.0	2.0	None	3.0	2.0	None	None	None	None	None	None	2.0	4.0	5.0	3.0	None	None	None	2.0	None	1.0	None	None	5.0	4.0	None	5.0	None	None	None	None	None	None	None	None	None	7.5	8.0	None	6.25	None	1.0	None	2.0	None	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes	Platyhelminthes	6.0	10.0	6.0	2.0	None	None	3.5	1.0	None	None	None	14.0	6.0	None	None	None	7.0	10.5	13.5	19.6666666667	None	None	None	None	None	None	None	None	None	None	None	None	21.5	None	None	None	23.0	19.5	17.0	32.0	17.0	7.0	19.5	None	15.25	22.1666666667	19.0	22.125	None	None	11.0	11.0	None	7.0	None	10.5	None	9.0	4.0	6.0	3.5	12.6666666667	None	8.5	13.5	None	None	None	None	10.0	9.5	6.25	2.0	10.5	1.0	None	None	None	None	None	7.0	None	None	None	None	None	None	None	None	None	None	None	None	None	3.0	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera	Porifera	118.2	89.5	61.6666666667	12.25	20.75	42.0625	17.0833333333	None	20.0	78.7272727273	69.5333333333	99.0454545455	39.1666666667	56.0714285714	144.125	None	125.0	98.0434782609	132.545454545	170.1	19.125	46.0	39.0	118.0	75.25	120.136363636	94.0416666667	121.038461538	97.6666666667	77.6818181818	90.1578947368	38.0833333333	None	17.0	20.6666666667	42.0	85.375	64.25	49.2857142857	69.9090909091	74.1428571429	53.0	64.0	56.0	94.0	64.6818181818	117.0	105.941176471	101.78125	104.892857143	108.53125	69.1428571429	61.1428571429	68.8888888889	23.0	52.5625	69.5	62.8	40.0833333333	41.5	33.4	23.6666666667	81.0714285714	14.5	22.6666666667	47.0	10.5	54.6	43.5	98.5	25.3333333333	40.3333333333	11.0	23.5	None	None	57.0	27.6666666667	60.2857142857	44.2857142857	142.384615385	129.363636364	93.9615384615	89.45	10.5	16.6666666667	106.166666667	57.1	67.75	112.8	125.636363636	124.166666667	114.1	128.321428571	143.28125	139.142857143	142.0
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Priapulida	Priapulida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Rotifera	Rotifera	None	9.0	31.0	1.0	8.16666666667	10.125	8.16666666667	None	None	12.1666666667	None	14.1666666667	9.0	17.0	12.25	7.0	None	20.0	20.0	25.0	None	None	8.0	None	None	None	10.0	11.25	10.0	9.0	10.6666666667	11.5	None	None	None	5.0	None	None	8.0	10.0	11.0	7.5	9.5	6.5	8.25	10.0	16.1666666667	None	19.25	14.25	10.5	14.25	9.0	None	None	9.25	11.0	10.0	None	None	8.5	None	14.0	None	None	16.0	None	None	9.0	24.6666666667	None	None	None	5.0	None	4.0	None	None	13.5	None	12.25	14.0	19.25	28.5	None	None	None	None	None	None	12.5	None	13.0	14.25	None	None	19.0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca	Malacostraca	23.0	8.66666666667	26.0	None	11.5	None	None	None	None	16.5	28.6666666667	28.3333333333	None	None	None	9.0	26.25	56.6666666667	33.125	36.2	None	20.0	11.0	None	15.5	20.6428571429	23.5	26.25	None	17.5	29.0	None	6.5	None	9.5	9.25	28.5	10.1666666667	16.5	18.0	15.0	13.0	12.5	9.0	18.125	18.4	None	24.5	28.125	24.125	41.5	23.25	22.1666666667	14.6666666667	15.25	15.25	29.25	None	None	12.5	19.0	None	19.6666666667	None	None	21.6666666667	6.0	29.5	8.0	42.1	15.6666666667	19.0	11.0	None	None	None	None	None	15.0	None	27.6428571429	34.125	45.25	86.5	None	4.5	9.0	None	None	None	14.25	None	None	None	10.0	10.0	22.0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Branchiopoda	Branchiopoda	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	1.0	3.5	3.5	2.0	None	None	2.0	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Maxillopoda	Maxillopoda	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Ostracoda	Ostracoda	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexanauplia	Hexanauplia	7.5	10.0	19.1666666667	None	13.0	None	None	None	14.0	None	16.6666666667	10.5	8.0	None	10.0	None	None	11.25	None	None	None	10.0	None	5.0	None	3.0	None	10.0	None	7.5	None	None	None	None	None	6.0	12.0	13.25	8.0	13.0	10.25	None	8.0	7.5	9.0	9.5	10.0	13.0	None	12.5	12.0	11.5	None	7.0	None	None	5.0	None	10.25	None	None	None	16.0	None	None	None	None	15.0	5.25	11.5	None	None	4.0	None	None	None	4.5	None	None	None	None	8.0	None	9.5	None	None	None	2.0	9.5	None	None	None	None	5.0	None	3.0	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Diplopoda	Diplopoda	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4.0	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chilopoda	Chilopoda	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Pycnogonida	Pycnogonida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	2.0	1.0	None	None	None	None	4.5	None	None	None	None	None	None	None	None	2.5	None	None	2.0	None	None	4.0	None	3.0
class	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Clitellata	Clitellata	4.5	None	None	None	None	None	None	None	None	None	None	None	4.0	None	None	None	None	None	3.0	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	7.0	None	None	None	None	None	None	None	None	None	None	None	None	None	3.0	None	None	None	None	2.0	None	None	None	None	3.0	None	None	None	None	None	None	None	2.5	None	None	3.0	None	None	None	None	None	None	None	None	5.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
