Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11R	OSS11A1R	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN37S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	OSS11S	OSS11A1S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
superkingdom	Main genome;Eukaryota;SA1-3C06	SA1-3C06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
superkingdom	Main genome;Eukaryota;Eukaryota incertae sedis	Eukaryota incertae sedis	10	0	2	0	0	3	0	0	0	4	1	0	1	0	1	31	0	6	3	6	5	1	0	0	25	1	5	2	9	9	11	9	0	0	0	0	0	0	0	0	2	0	1	3	0	1	2	0	0	0	0	1	2	0	1	0	15	4	6	2	2	0	0	0	0	0	1	0	0	0	4	3	0	8	0	0	0	0	0	1	0	7	29	6	18	0	0	71	75	16	0	0	90	100	76	45	82	21	237	97
superkingdom	Main genome;Eukaryota;NAMAKO-1	NAMAKO-1	15	3	0	111	194	0	3	3	17	0	0	0	0	19	1	77	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1314	22	60	0	2	0	0	2	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
superkingdom	Main genome;Eukaryota;D4P07G08	D4P07G08	34	397	25	30	0	24	0	0	6	23	15	2	57	29	0	0	0	59	83	112	0	11	4	14	2	50	22	0	6	77	1	60	1311	0	58	21	220	199	707	117	0	40	67	4	1	31	90	0	2	150	155	2	146	26	4	4	49	69	19	161	251	256	208	0	517	1279	75	62	17	95	8	10	6	226	365	0	0	14	0	473	0	45	0	38	0	591	51	86	68	81	111	4	81	5	164	265	130	27	114	60
superkingdom	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis	Apusozoa superkingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Eukaryota;Breviatea superkingdom incertae sedis	Breviatea superkingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Eukaryota;Mantamonas superkingdom incertae sedis	Mantamonas superkingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia)	Metazoa (Animalia)	4992	40	66	773	40	466	150	0	50	939	458	206	238	1	61	2	1	560	59	9	6	20	34	58	60	69	57	41	108	308	915	44	91	58	116	42	488	498	65	138	168	276	85	286	68	261	88	199	1121	392	134	58	130	2950	75	5	97	150	475	31	264	31	22	25	0	21	12	3	36	1	6	8	18	0	7	19	6	1287	9	3	501	737	19	1533	6275	44	19	66	1358	235	50	300	6	95	42	71	18	686	54	4025
kingdom	Main genome;Eukaryota;Opisthokonta;Fungi	Fungi	46437	783	2637	842	333	1952	717	34	450	2044	2608	5918	7229	765	9244	415	172	8289	5553	8915	5805	2021	1549	896	32547	16625	14194	35149	54401	19284	27685	54697	1091	1602	1660	1191	5026	9364	6434	5882	12584	12515	8610	22919	7747	11740	3753	10291	13680	27137	9410	7698	7315	5122	5506	3101	4016	5131	6336	3619	3654	4764	2850	7920	2309	1908	973	870	4039	2135	1294	2400	3327	2103	3028	311	272	512	2243	450	1858	58388	40654	16067	35032	2010	1707	4243	4381	3159	2100	2577	2509	3744	3646	3074	4286	2566	2682	3567
kingdom	Main genome;Eukaryota;Opisthokonta;Choanomonada	Choanomonada	9	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	4	0	1	0	0	2	0	2	0	2	2	10	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	3	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	23	0
kingdom	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis	Cryptomycota Holomycota kingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa	Mesomycetozoa	1	0	69	0	11	13	0	0	2	196	9	0	0	0	12	0	0	4	1	18	7	0	0	1	0	2	1	12	6	6	6	1	0	0	1	19	2	0	0	3	0	0	0	0	0	6	1	4	3	1	6	2	0	0	3	0	0	2	2	0	1	0	0	9	7	0	20	0	0	9	11	0	0	2	0	0	0	5	0	5	0	12	2	4	4	0	0	5	0	19	74	0	2	13	15	0	6	7	7	0
kingdom	Main genome;Eukaryota;Opisthokonta;Discicristoidea Holomycota kingdom incertae sedis	Discicristoidea Holomycota kingdom incertae sedis	39	3	0	3	0	1	4	0	3	2	1	11	13	14	2	6	0	10	82	28	17	0	0	7	45	5	39	45	48	32	67	31	6	0	0	0	7	7	14	0	13	8	29	17	31	12	4	4	6	9	145	29	68	13	35	15	24	31	12	14	9	24	70	1	0	0	6	0	24	5	4	0	2	0	2	0	0	0	0	2	0	102	33	16	15	5	1	17	23	6	0	0	22	0	24	5	15	7	5	9
kingdom	Main genome;Eukaryota;Opisthokonta;Mesomycetozoea	Mesomycetozoea	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	9	0	0	8	4	0	0	0	2	4	0	0	4	1	3	0
kingdom	Main genome;Eukaryota;Opisthokonta;Filasterea	Filasterea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Opisthokonta;Freshwater Opisthokonta	Freshwater Opisthokonta	106	11	68	14	17	59	37	3	10	90	54	36	60	13	35	2	0	89	69	55	105	27	42	25	45	56	47	48	48	92	54	64	24	54	81	41	68	68	102	80	75	44	67	88	105	99	54	110	56	98	116	70	50	65	33	18	35	53	46	35	41	32	54	191	80	2	34	12	73	27	20	60	38	24	119	0	0	12	72	6	55	70	42	68	54	83	45	789	728	477	36	7	200	452	361	408	424	171	112	319
kingdom	Main genome;Eukaryota;Excavata;Discoba	Discoba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Excavata;Metamonada	Metamonada	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Archaeplastida;Rhodophyceae	Rhodophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;SAR;Alveolata	Alveolata	10383	15446	9622	14052	6545	12451	3736	974	4837	12076	6409	15929	18463	11889	17633	1160	9806	15001	11837	11389	7550	18053	9375	18746	6160	4879	4983	5968	4790	4730	6072	4275	15996	23345	23266	23235	3074	4079	5361	7623	5711	3681	3743	4189	5523	6556	2735	2936	5411	4906	10031	7664	8099	6451	7509	4797	6962	8625	7966	6020	6725	5774	5027	5245	23426	24556	9571	15153	19611	12422	18081	14644	20559	11863	13930	9256	2375	8489	28093	10700	8226	4462	5848	3651	11019	33102	26242	8065	5239	10213	7868	13709	6751	9409	9463	9352	8210	5685	8568	8528
kingdom	Main genome;Eukaryota;SAR;Rhizaria	Rhizaria	5	17	0	0	14	37	0	0	0	8	4	5	19	0	1	0	0	8	3	1	4	2	2	10	13	19	17	5	8	3	8	3	2	10	19	10	12	3	8	12	24	20	5	4	6	12	3	9	13	11	2	8	0	5	0	4	2	0	0	5	4	4	2	23	13	10	0	2	2	2	3	4	2	0	1	0	0	0	5	2	1	7	5	6	11	2	23	20	0	2	1	0	19	15	37	3	12	1	4	42
kingdom	Main genome;Eukaryota;SAR;Stramenopiles	Stramenopiles	40802	14358	6619	3635	2379	4907	1547	109	1009	5639	7870	8888	8662	3476	6578	1836	2429	8769	12954	5590	14268	2563	2352	10594	20673	18351	20600	23406	10073	20008	21409	15086	4967	12204	9858	7373	36571	29481	58541	49274	70659	32890	39302	53905	56465	37320	18120	24563	24028	39390	20197	17895	14439	13177	11979	9672	15055	12477	17595	14705	13459	14885	32494	23096	26728	20914	6397	6051	2959	2914	9807	3348	3124	4549	4884	4316	1503	3827	5822	1669	4272	11039	18193	9946	8043	6642	16316	785	1772	914	4682	2535	718	1045	1090	822	808	524	993	767
kingdom	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom)	Amoebozoa (kingdom)	43	0	1	2	14	43	0	0	2	371	4	7	1	1	3	0	0	0	3	1	0	2	0	0	7	13	11	27	21	11	28	18	1	0	1	0	1	0	0	3	0	2	0	0	0	1	0	0	4	5	8	0	0	0	1	0	2	0	0	1	1	2	1	2	0	0	2	1	5	2	1	0	1	0	0	1	0	0	0	1	3	11	17	13	5	0	0	2	5	2	0	0	16	17	19	3	13	8	9	14
kingdom	Main genome;Eukaryota;Hacrobia;Centrohelida	Centrohelida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Eukaryota incertae sedis;Palpitomonas kingdom incertae sedis	Palpitomonas kingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis	Apusozoa kingdom incertae sedis	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6
kingdom	Main genome;Eukaryota;Breviatea superkingdom incertae sedis;Breviatea kingdom incertae sedis	Breviatea kingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Eukaryota;Mantamonas superkingdom incertae sedis;Mantamonas kingdom incertae sedis	Mantamonas kingdom incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda	Arthropoda	12	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	20	0	0	0	0	0	31	0	1	6	0	0	2	0	0	0	0	0	8	4	0	1	0	10	0	0	2	0	8	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	16	0	41	3	46	6	0	1	0	0	7	2	0	0	4	0	2	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda	Nematoda	3882	6	213	1067	137	900	0	3	0	1	3583	838	1322	0	1372	0	0	2239	1910	2593	2577	74	306	31	2581	884	2839	3677	1042	1457	2242	2476	201	61	611	434	486	1831	1732	324	1711	479	248	1125	922	960	165	568	204	892	3093	2331	704	1229	2006	1073	1853	1624	2303	714	959	1039	1090	3089	46	87	154	0	1801	1436	29	1058	724	1032	469	0	2	398	189	21	33	2416	3130	2356	1600	8	1427	315	214	119	0	249	1362	1171	1462	1661	2330	2209	3122	1305
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata	Chordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes	Platyhelminthes	3161	3	320	12192	2	14	0	100	0	0	102	0	0	0	3	132	1	0	0	0	3406	1	8	0	1	1	1	7	2	0	5	0	5	0	0	13	0	1	1	0	2	257	0	4	0	8	1	0	5	0	36	14	0	46	2	0	7	70	0	0	0	12	0	13	0	0	5	0	7	0	3	0	0	0	0	0	0	0	0	0	17	694	0	2	1	0	0	9	191	0	643	92	0	259	48	284	2363	1	3	2568
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Mollusca	Mollusca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Rotifera	Rotifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Annelida	Annelida	0	0	8	2	3	7	6	0	0	1	6	0	0	0	1	0	0	0	0	82	0	0	3	0	0	4	0	0	6	0	0	2	0	11	0	0	8	1	5	61	1	1	0	10	0	2	2	6	6	1	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	7	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	9	6	2	14	0	46	1	4	2	6
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Cnidaria	Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Echinodermata	Echinodermata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Brachiopoda	Brachiopoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Tardigrada	Tardigrada	0	0	0	0	0	0	0	0	0	0	0	4	8	0	3	0	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	3	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	10
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Porifera	Porifera	0	8	30	0	8	30	0	0	1	3	10	1	0	0	0	3423	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	6	0	0	42	7	2	6	0	50	51	35	12	33	31	21	24
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Hemichordata	Hemichordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	2	89	15	27	0
